lingq_id,term,fragment,hint,status,extended_status,tags,importance,last_studied_correct,first_seen,last_synced,notes
,Hotelaufenthalt,"Der Preis enthält einen Hotelaufenthalt.","kỳ lưu trú khách sạn",1,0,wortart:Substantiv;level:B1;thema:Reisen;voc:VOC-20260522-943,0,,2026-05-31,,
,Hotline,"Für Fragen zu unseren Kunstkursen erreichen Sie uns unter der separaten Hotline.","đường dây nóng",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-066,0,,2026-05-31,,
,hybrid,"Hybride Arbeitsmodelle sind die Zukunft der Arbeit.","kết hợp hai thành phần, lai ghép",1,0,wortart:Adjektiv;level:B1;thema:Arbeit;voc:VOC-20260522-001,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-001]\n\n## Grammar / Notes\nEndung nach Artikel; z.B. ""das hybride Modell""\n"
,Hygieneartikel,"Hygieneartikel & Desinfektionsmittel","sản phẩm vệ sinh",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-1339,0,,2026-05-31,,
,häufig,"Yoga findet häufiger als Zumba und Krafttraining statt.","thường xuyên",1,0,wortart:Adjektiv;level:B1;thema:Allgemein;voc:VOC-20260522-1204,0,,2026-05-31,,
,höheren,,"cao hơn",1,0,wortart:Adjektiv;level:B1;thema:web-queue;voc:WEB-20260530-009,0,,2026-05-31,,
,Hörbuch,"Man kann Filme, Hörbücher und Spiele ausleihen.","sách nói",1,0,wortart:Substantiv;level:B1;thema:Bildung;voc:VOC-20260522-1138,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1138]\n\n## Grammar / Notes\nPlural mit Umlaut\n"
,Hörer,"Die Wünsche der Hörer werden gespielt.","thính giả",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-590,0,,2026-05-31,,
,Hörerforum,,"diễn đàn thính giả",1,0,wortart:Substantiv;level:B1;thema:web-queue;voc:WEB-20260531-019,0,,2026-05-31,,
,Hörspiel,"Auf NRW 2 läuft ein Hörspiel-Krimi.","kịch truyền thanh",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-808,0,,2026-05-31,,
,Hörspielkrimi,"Auf WDR 1 ist ein Hörspielkrimi zu hören.","kịch radio trinh thám",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-591,0,,2026-05-31,,
,Hüpfburg,"Auf dem Spielplatz steht eine große Hüpfburg.","lâu đài nhún",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-815,0,,2026-05-31,,
,Idee,"Sonntage sind gut, um kreative Ideen zu entwickeln.","ý tưởng",1,0,wortart:Substantiv;level:B1;thema:general;voc:VOC-20260518-149,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-149]\n\n## Grammar / Notes\ncollocation: Ideen entwickeln/haben | Quelle: Teil4 4.24\n"
,ignorieren,"Die Umleitungen ignorieren wird nicht empfohlen.","phớt lờ, bỏ qua",1,0,wortart:Verb;level:B1;thema:Allgemein;voc:VOC-20260522-1015,0,,2026-05-31,,
,immens,"Das Projekt bietet immense Möglichkeiten.","to lớn, khổng lồ",1,0,wortart:Adjektiv;level:B1;thema:general;voc:VOC-20260518-016,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-016]\n\n## Grammar / Notes\nĐồng nghĩa: riesig, enorm, gewaltig\n\n## Collocations\n- immense Chancen haben durch + Akk. (có cơ hội to lớn nhờ...)\n"
,Impfberatung,"Impfberatung und Reisemedizin","tư vấn tiêm chủng",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-1493,0,,2026-05-31,,
,imprägnieren,"Die Kundin möchte die Schuhe imprägnieren lassen.","chống thấm, tẩm chống nước",1,0,wortart:Verb;level:B1;thema:Einkauf;voc:VOC-20260522-1172,0,,2026-05-31,,
,"in Betrieb","Welche Straßenbahnen sind in Betrieb?","đang hoạt động",1,0,wortart:Redemittel;level:B1;thema:Verkehr;voc:VOC-20260522-576,0,,2026-05-31,,
,"in Kontakt bleiben","Ich nutze soziale Medien, um mit Freunden und Familie in Kontakt zu bleiben.","giữ liên lạc",1,0,wortart:Redemittel;level:B1;thema:Kommunikation;voc:VOC-20260522-1231,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1231]\n\n## Grammar / Notes\nin Kontakt bleiben mit + Dat.\n"
,"in Kürze","Der Zug erreicht in Kürze den Hauptbahnhof.","sắp tới, sắp",1,0,wortart:Redemittel;level:B1;thema:Allgemein;voc:VOC-20260522-1073,0,,2026-05-31,,
,individuell,"Für individuelle Wünsche bitte vorher anrufen.","riêng / cá nhân",1,0,wortart:Adjektiv;level:B1;thema:Allgemein;voc:VOC-20260522-972,0,,2026-05-31,,
,Infobüro,"Unser Infobüro ist montags von 14 bis 19 Uhr geöffnet.","phòng thông tin",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-065,0,,2026-05-31,,
,Informationsmaterial,"Bitte um Informationsmaterial","tài liệu thông tin",1,0,wortart:Substantiv;level:B1;thema:Bildung;voc:VOC-20260522-1422,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1422]\n\n## Grammar / Notes\nSingular phổ biến\n"
,informativ,"Ihre letzten beiden Vorträge fand ich äußerst informativ","có nhiều thông tin, bổ ích",1,0,wortart:Adjektiv;level:B1;thema:Allgemein;voc:VOC-20260522-1590,0,,2026-05-31,,
,informell,"Die informellen Gespräche im Büro sind wichtig.","không chính thức, bất chính thức",1,0,wortart:Adjektiv;level:B1;thema:Arbeit;voc:VOC-20260522-002,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-002]\n\n## Grammar / Notes\nAntonyme: formell\n\n## Weak word\nmistake_count: 0 — last: 2026-05-29 — rule: Hören 4.30 — không chính thức (≠ formell)\n"
,informieren,"Die Stadt informiert über Umweltthemen.","thông tin, báo tin",1,0,wortart:Verb;level:B1;thema:general;voc:VOC-20260518-095,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-095]\n\n## Grammar / Notes\nüber + Akk. informieren; reflexiv: sich informieren | Quelle: Teil4 4.20\n\n## Collocations\n- über + Akk. informieren / aufklären (thông tin / giải thích về...)\n"
,informiert,"Wir möchten Sie über den aktuellen Flugstatus informiert halten.","được thông tin",1,0,wortart:Adjektiv;level:B1;thema:Allgemein;voc:VOC-20260522-1007,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1007]\n\n## Grammar / Notes\nphân từ II của informieren\n"
,Infostand,"Infostand: Von der Gründung bis heute – die Geschichte unseres Zentrums","quầy thông tin",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-1353,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1353]\n\n## Grammar / Notes\nPlural mit Umlaut\n"
,Infoveranstaltung,"15:30 Uhr – Infoveranstaltung: Französisch lernen leicht gemacht","buổi thông tin",1,0,wortart:Substantiv;level:B1;thema:Bildung;voc:VOC-20260522-1350,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1350]\n\n## Grammar / Notes\nInfo + Veranstaltung\n\n## Collocations\n- eine Infoveranstaltung durchführen (tổ chức một buổi thông tin)\n"
,Innenhof,"Innenhof (15:00–18:00 Uhr)","sân trong",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-1352,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1352]\n\n## Grammar / Notes\nPlural mit Umlaut\n"
,Innenplatz,"Es gibt gemütliche Innenplätze im Cafe.","chỗ ngồi trong nhà",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-985,0,,2026-05-31,,
,Innenstadt,"Fahrgäste, die in die Innenstadt möchten, sollen in einen Bus umsteigen.","trung tâm thành phố",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-130,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-130]\n\n## Grammar / Notes\nPlural mit Umlaut\n"
,Innovation,"Technologie und Innovation eröffnen neue Möglichkeiten.","sự đổi mới",1,0,wortart:Substantiv;level:B1;thema:Technologie;voc:VOC-20260518-141,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-141]\n\n## Grammar / Notes\nAdj.: innovativ; Verb: innovieren | Quelle: Teil4 4.24\n"
,"instand setzen","Die Heizung muss dringend instand gesetzt werden.","sửa chữa, tu sửa",1,0,wortart:Verb;level:B1;thema:Wohnen;voc:VOC-20260522-1738,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1738]\n\n## Grammar / Notes\nfeste Wendung\n"
,Integration,"Die Integration neuer Technologien dauert Zeit.","sự hội nhập",1,0,wortart:Substantiv;level:B1;thema:Gesellschaft;voc:VOC-20260518-146,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-146]\n\n## Grammar / Notes\nVom Verb 'integrieren' | Quelle: Teil4 4.24\n"
,Interaktion,"Soziale Interaktionen sind wichtig für Kinder.","sự tương tác",1,0,wortart:Substantiv;level:B1;thema:Gesellschaft;voc:VOC-20260518-112,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-112]\n\n## Grammar / Notes\nAdj.: interaktiv | Quelle: Teil4 4.21\n\n## Past mistakes\n- 2026-05-29 (Hören): - **Mistake:** 4.29 Aussage 1 → chọn **a** (*Digitale Technologien verbessern den Zugang zu Bildung*) vì nghe thấy „den Zugang zur Bildung verbessern"" đầu câu. Đúng là **d** (*Schulen sollten in die neuesten Technologien investieren*). - **Mistake:** 4.29 Aussage 3 → chọn **c** (*Traditioneller Unterricht hat seine Vorzüge*) vì nghe thấy „Die traditionelle Form … hat ihre Vorteile"" đầu câu. Đúng là **e** (*Persönliche Interaktion ist unersetzlich*). - **Rule:** Trong bài Zuordnung (DTZ Hören), câu mở đầu thường chỉ là *bối cảnh dẫn dắt* — từ khoá của nó hay trùng với đáp án sai. Ý trọng tâm người nói muốn nhấn thường xuất hiện *sau* các marker: „Es ist wichtig, dass …"" / „Außerdem …"" / „vor allem …"" / „… ist unersetzlich / entscheidend / der größte Vorteil"". - **Example đúng thêm (cách nhận marker):** - *„Man spart Zeit. **Außerdem** kann ich flexibel arbeiten.""* → ý chính = flexibel (4.30 Aussage 1) - *„… hat ihre Vorteile. **Persönliche Interaktion ist unersetzlich.**""* → ý chính = Persönliche Interaktion (4.29 Aussage 3) - *„… verbessern. **Es ist wichtig, dass** Schulen investieren.""* → ý chính = investieren (4.29 Aussage 1) - **Pattern count:** 1 (lần đầu — 2 câu sai cùng 1 pattern trong buổi gia sư 2026-05-29) - **Source:** SESSION_2026-05-29.md (gia sư — Hören 4.29) - **Related words:** unersetzlich, investieren, Zugang ---\n"
,Interesse,"Die Kundin zeigt Interesse an Imprägnieren.","sự quan tâm",1,0,wortart:Substantiv;level:B1;thema:Allgemein;voc:VOC-20260522-1174,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1174]\n\n## Grammar / Notes\nInteresse an + Dat.\n\n## Collocations\n- mit großem Interesse (với sự quan tâm rất lớn)\n"
,Interessent,"Interessenten für einen Sprachkurs.","người quan tâm",1,0,wortart:Substantiv;level:B1;thema:Bildung;voc:VOC-20260522-543,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-543]\n\n## Grammar / Notes\nn-Deklination\n"
,interkulturell,"Interkulturelles Lernen fördert Verständnis.","liên văn hoá",1,0,wortart:Adjektiv;level:B1;thema:Bildung;voc:VOC-20260518-135,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-135]\n\n## Grammar / Notes\nAus 'inter-' + 'kulturell' | Quelle: Teil4 4.23\n"
,international,"Nun zu den internationalen Nachrichten.","quốc tế",1,0,wortart:Adjektiv;level:B1;thema:Allgemein;voc:VOC-20260522-859,0,,2026-05-31,,
,Internet-Anschluss,"Ihr Internet-Anschluss funktioniert nicht.","kết nối internet",1,0,wortart:Substantiv;level:B1;thema:Technologie;voc:VOC-20260522-501,0,,2026-05-31,,
,investieren,"Schulen sollten in die neuesten Technologien investieren.","đầu tư",1,0,wortart:Verb;level:B1;thema:Allgemein;voc:VOC-20260522-1306,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1306]\n\n## Grammar / Notes\ninvestieren in + Akk.\n\n## Weak word\nmistake_count: 0 — last: 2026-05-29 — rule: Hören 4.29 — đầu tư (in etw. Akk.)\n\n## Past mistakes\n- 2026-05-29 (Hören): - **Mistake:** 4.29 Aussage 1 → chọn **a** (*Digitale Technologien verbessern den Zugang zu Bildung*) vì nghe thấy „den Zugang zur Bildung verbessern"" đầu câu. Đúng là **d** (*Schulen sollten in die neuesten Technologien investieren*). - **Mistake:** 4.29 Aussage 3 → chọn **c** (*Traditioneller Unterricht hat seine Vorzüge*) vì nghe thấy „Die traditionelle Form … hat ihre Vorteile"" đầu câu. Đúng là **e** (*Persönliche Interaktion ist unersetzlich*). - **Rule:** Trong bài Zuordnung (DTZ Hören), câu mở đầu thường chỉ là *bối cảnh dẫn dắt* — từ khoá của nó hay trùng với đáp án sai. Ý trọng tâm người nói muốn nhấn thường xuất hiện *sau* các marker: „Es ist wichtig, dass …"" / „Außerdem …"" / „vor allem …"" / „… ist unersetzlich / entscheidend / der größte Vorteil"". - **Example đúng thêm (cách nhận marker):** - *„Man spart Zeit. **Außerdem** kann ich flexibel arbeiten.""* → ý chính = flexibel (4.30 Aussage 1) - *„… hat ihre Vorteile. **Persönliche Interaktion ist unersetzlich.**""* → ý chính = Persönliche Interaktion (4.29 Aussage 3) - *„… verbessern. **Es ist wichtig, dass** Schulen investieren.""* → ý chính = investieren (4.29 Aussage 1) - **Pattern count:** 1 (lần đầu — 2 câu sai cùng 1 pattern trong buổi gia sư 2026-05-29) - **Source:** SESSION_2026-05-29.md (gia sư — Hören 4.29) - **Related words:** unersetzlich, investieren, Zugang ---\n"
,Investition,"Investitionen in die Forschung sind wichtig.","sự đầu tư",1,0,wortart:Substantiv;level:B1;thema:Wirtschaft;voc:VOC-20260518-062,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-062]\n\n## Grammar / Notes\nCấu trúc: Investition in + Akk. | Quelle: Teil4 4.17\n"
,Jahresende,"Die Frist liegt einen Monat vor Jahresende.","cuối năm",1,0,wortart:Substantiv;level:B1;thema:Allgemein;voc:VOC-20260522-527,0,,2026-05-31,,
,Jahresrechnung,"können Sie Ihre Jahresrechnung in Raten zahlen und hohe Nachzahlungen vermeiden","hóa đơn năm",1,0,wortart:Substantiv;level:B1;thema:Konsum;voc:VOC-20260522-1714,0,,2026-05-31,,
,Jahresvertrag,"Die Mitgliedschaft kostet bei einem Jahresvertrag 29 Euro im Monat.","hợp đồng theo năm",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-1130,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1130]\n\n## Grammar / Notes\nPlural mit Umlaut\n"
,Jahrgang,"den Schülerinnen und Schülern der Jahrgänge 7 bis 9","khối lớp, niên khóa",1,0,wortart:Substantiv;level:B1;thema:Bildung;voc:VOC-20260522-1642,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1642]\n\n## Grammar / Notes\nPlural mit Umlaut\n"
,Jahrgangsstufe,"Wir entscheiden, ob sie ohne Wiederholung in die nächste Jahrgangsstufe wechseln kann.","khối lớp, cấp lớp",1,0,wortart:Substantiv;level:B1;thema:Bildung;voc:VOC-20260522-1386,0,,2026-05-31,,
,Jobberater,"Jobberater sprechen über das Berufsleben.","tư vấn nghề nghiệp",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-893,0,,2026-05-31,,
,Jobmesse,"Am Samstag wird im Rathaus erneut die regionale Jobmesse organisiert.","hội chợ việc làm",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-036,0,,2026-05-31,,
,Jobsuche,"Am Mittwoch gibt es Tipps zur Jobsuche.","việc tìm việc làm",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-892,0,,2026-05-31,,
,Jugend,"Die Jugend spielt eine wichtige Rolle im Umweltschutz.","thanh thiếu niên / tuổi trẻ",1,0,wortart:Substantiv;level:B1;thema:Gesellschaft;voc:VOC-20260522-830,0,,2026-05-31,,
,Jugendliche,"der Kurs sollte für Kinder oder Jugendliche geeignet sein.","thanh thiếu niên",1,0,wortart:Substantiv;level:B1;thema:Familie;voc:VOC-20260522-1444,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1444]\n\n## Grammar / Notes\nAdjektivdeklination\n"
,jährlich,"der jährliche Frühlingsbasar","hàng năm",1,0,wortart:Adjektiv;level:B1;thema:Allgemein;voc:VOC-20260522-1598,0,,2026-05-31,,
,Kaffeemaschine,"Die neue Kaffeemaschine bietet gratis Kaffee für alle Mitarbeiter.","máy pha cà phê",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-1205,0,,2026-05-31,,
,Kaffeevollautomat,"Kaffeevollautomaten & Espressomaschinen","máy pha cà phê tự động",1,0,wortart:Substantiv;level:B1;thema:Konsum;voc:VOC-20260522-1479,0,,2026-05-31,,
,Kalender,"Heute ist unser Kalender leider voll.","lịch, sổ ghi lịch hẹn",1,0,wortart:Substantiv;level:B1;thema:Allgemein;voc:VOC-20260522-1129,0,,2026-05-31,,
,Kaltfront,"Ab Montag ist eine Kaltfront zu erwarten.","front lạnh",1,0,wortart:Substantiv;level:B1;thema:Wetter;voc:VOC-20260522-060,0,,2026-05-31,,
,Kaltmiete,"Die Kaltmiete beträgt 650 € + Nebenkosten.","tiền thuê chưa kèm phụ phí",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-1558,0,,2026-05-31,,
,kaputt,"Sie möchten E-Mails schreiben, aber Ihr eigener Computer ist kaputt.","hỏng, vỡ",1,0,wortart:Adjektiv;level:B1;thema:Konsum;voc:VOC-20260522-1490,0,,2026-05-31,,
,Karneval,"Aufgrund des heutigen Karnevals verkehrt dieser Zug in geänderter Wagenreihenfolge.","lễ hội hóa trang (Carnival)",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260527-0002,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260527-0002]\n\n## Grammar / Notes\nhay gặp ở vùng Tây Đức (Köln / Düsseldorf)\n"
,Karnevals,"Aufgrund des heutigen Karnevals verkehrt dieser Zug in geänderter Wagenreihenfolge.","Karneval (Genitiv Sg.) = lễ hội hóa trang",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260527-0002-GEN.SG,0,,2026-05-31,,
,Kartenzahlung,"Kartenzahlungen werden derzeit nicht akzeptiert.","thanh toán bằng thẻ",1,0,wortart:Substantiv;level:B1;thema:Einkauf;voc:VOC-20260522-962,0,,2026-05-31,,
,Karton,"Das Paket passt nicht in den kleinsten Karton.","thùng các-tông",1,0,wortart:Substantiv;level:B1;thema:Allgemein;voc:VOC-20260522-1191,0,,2026-05-31,,
,Kassenbeitrag,"Es geht um günstige Kassenbeiträge.","phí đóng bảo hiểm y tế",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-513,0,,2026-05-31,,
,Kaufbeleg,"Noch am selben Tag habe ich es mit dem Kaufbeleg zurückgebracht.","biên lai mua hàng, hóa đơn",1,0,wortart:Substantiv;level:B1;thema:Konsum;voc:VOC-20260522-1416,0,,2026-05-31,,
,Kaufhaus,"Die Ansage geht um ein spezielles Angebot im Café-Restaurant des Kaufhauses.","cửa hàng bách hóa",1,0,wortart:Substantiv;level:B1;thema:Einkauf;voc:VOC-20260522-126,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-126]\n\n## Grammar / Notes\nPlural mit Umlaut\n"
,Kaution,"Nach einmaliger Online-Registrierung sowie einer Kaution von 10 Euro erhalten Sie ein Startguthaben","tiền đặt cọc",1,0,wortart:Substantiv;level:B1;thema:Konsum;voc:VOC-20260522-1662,0,,2026-05-31,,
,Kenntnis,"Die Lehrer vermitteln den Schülern wichtige Kenntnisse.","hiểu biết / kiến thức (chuyên môn)",1,0,wortart:Substantiv;level:B1;thema:Technologie;voc:VOC-20260519-003,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260519-003]\n\n## Grammar / Notes\nCollocation: Kenntnisse vermitteln. Thường dùng Pl. Cross-ref VOC-20260518-028.\n\n## Cross-ref\n- VOC-20260518-028\n"
,Kfz-Versicherung,"Die Kfz-Versicherung kündigen.","bảo hiểm ô tô",1,0,wortart:Substantiv;level:B1;thema:Behörde;voc:VOC-20260522-529,0,,2026-05-31,,
,Kinderbetreuung,"Die Kinderbetreuung in Deutschland ist gut organisiert.","sự chăm sóc trẻ em",1,0,wortart:Substantiv;level:B1;thema:Familie;voc:VOC-20260518-080,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-080]\n\n## Grammar / Notes\nAus 'Kind' + 'Betreuung' | Quelle: Teil4 4.18\n"
,Kindergeld,"Ihr Antrag auf Kindergeld.","tiền trợ cấp con",1,0,wortart:Substantiv;level:B1;thema:Behörde;voc:VOC-20260522-1759,0,,2026-05-31,,
,Kindersendung,"Tim und das Feuerwehrabenteuer – Kindersendung","chương trình truyền hình cho trẻ em",1,0,wortart:Substantiv;level:B1;thema:Medien;voc:VOC-20260522-1344,0,,2026-05-31,,
,Kindertagesstätte,"Hiermit beantrage ich die Aufnahme meines Sohnes in Ihre Kindertagesstätte.","nhà trẻ, trường mầm non",1,0,wortart:Substantiv;level:B1;thema:Familie;voc:VOC-20260522-1406,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1406]\n\n## Grammar / Notes\nviết tắt Kita\n"
,klagen,"Ihr Kind klagt plötzlich über starke Bauchschmerzen.","than phiền, kêu đau",1,0,wortart:Verb;level:B1;thema:Gesundheit;voc:VOC-20260522-1469,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1469]\n\n## Grammar / Notes\nklagen über + Akk\n\n## Collocations\n- über etwas klagen (than phiền/kêu (đau) về điều gì)\n"
,klappen,,"diễn ra suôn sẻ; thành công",1,0,wortart:Verb;level:B1;thema:web-queue;voc:WEB-20260531-009,0,,2026-05-31,,
,Klimaanlage,"Die Klimaanlage funktioniert nicht.","máy điều hòa",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-975,0,,2026-05-31,,
,klug,"Wenn die Mittel klug eingesetzt werden, sehen wir Erfolg.","khôn ngoan, thông minh",1,0,wortart:Adjektiv;level:B1;thema:general;voc:VOC-20260518-032,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-032]\n\n## Grammar / Notes\nKomparativ Umlaut: klug > klüger > am klügsten\n"
,klären,"Sie sollten anrufen, um dringende Angelegenheiten zu klären.","làm rõ/giải quyết",1,0,wortart:Verb;level:B1;thema:Alltag;voc:VOC-20260522-296,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-296]\n\n## Collocations\n- über + Akk. informieren / aufklären (thông tin / giải thích về...)\n"
,Knie,"Herr Meier war noch nicht beim Arzt wegen seines Knies.","đầu gối",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-1194,0,,2026-05-31,,
,Kochkurs,"Ich habe an einem Kochkurs teilgenommen.","khóa học nấu ăn",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-1271,0,,2026-05-31,,
,Kommode,"Regalsysteme & Kommoden","tủ ngăn kéo",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-1472,0,,2026-05-31,,
,Kommunikationsfähigkeit,"Voraussetzung: Gute Kommunikationsfähigkeiten, Freude am Gespräch.","khả năng giao tiếp",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-1570,0,,2026-05-31,,
,Kompost,"Meinen eigenen Kompost im Garten anzulegen, ist aufwendig, aber lohnenswert.","phân ủ",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-1241,0,,2026-05-31,,
,Komödie,"Die geplante Komödie entfällt heute.","phim hài / kịch hài",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-913,0,,2026-05-31,,
,konkret,,"cụ thể",1,0,wortart:Adjektiv;level:B1;thema:web-queue;voc:WEB-20260531-010,0,,2026-05-31,,
,kontaktieren,"Sie sollen den Notdienst kontaktieren.","liên hệ",1,0,wortart:Verb;level:B1;thema:Alltag;voc:VOC-20260522-288,0,,2026-05-31,,
,Kontoauszug,"mit der ihr Kontoauszüge drucken und an allen Geldautomaten Bargeld abheben könnt.","sao kê tài khoản",1,0,wortart:Substantiv;level:B1;thema:Konsum;voc:VOC-20260522-1618,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1618]\n\n## Grammar / Notes\nPlural mit Umlaut\n"
,Kontonummer,"Eine falsche Kontonummer ist nicht das Problem.","số tài khoản",1,0,wortart:Substantiv;level:B1;thema:Behörde;voc:VOC-20260522-118,0,,2026-05-31,,
,kontraproduktiv,"Zu viel Druck ist beim Lernen kontraproduktiv.","phản tác dụng",1,0,wortart:Adjektiv;level:B1;thema:general;voc:VOC-20260518-040,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-040]\n\n## Grammar / Notes\nCấu tạo: contra (Latin: chống lại) + produktiv\n"
,Konzept,"ab Montag, 4. März gilt an unserer Schule ein neues Konzept für die Nutzung von Mobiltelefonen","quy định, khái niệm, kế hoạch",1,0,wortart:Substantiv;level:B1;thema:Bildung;voc:VOC-20260522-1622,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1622]\n\n## Collocations\n- ein neues Konzept gilt ab + Datum (quy định mới có hiệu lực từ ngày...)\n"
,Konzert,"Das Konzert findet nicht statt.","buổi hòa nhạc",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-558,0,,2026-05-31,,
,Kopfschmerz,"Der Mann hat Kopfschmerzen.","đau đầu",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-1149,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1149]\n\n## Grammar / Notes\nthường dùng số nhiều\n\n## Past mistakes\n- 2026-05-24 (Văn hóa/Grammar): - **Mistake:** ""Verkaufts du Verlängerungskabel?"" (dùng ""du"" với nhân viên cửa hàng) - **Correct:** ""Verkaufen **Sie** ein Verlängerungskabel?"" - **Rule:** BẮT BUỘC dùng **Sie** (lịch sự) với: nhân viên cửa hàng, người lạ, người lớn tuổi, cán bộ Behörde, bác sĩ, sếp. **du** chỉ với: bạn bè, gia đình, trẻ em, đồng nghiệp thân được mời ""duzen"". Thi DTZ Sprechen lẫn du/Sie sai context → trừ điểm. - **Example đúng thêm:** - Vào cửa hàng: *""Entschuldigung, **haben Sie** ...?""* - Hỏi đường: *""Entschuldigung, **können Sie** mir helfen?""* - Gặp bác sĩ: *""Guten Tag, ich **habe** Kopfschmerzen.""* - **Pattern count:** 1 - **Source:** SESSION_2026-05-24.md\n"
,korrekt,"Die E-Mail-Adresse von Frau Schulz ist nicht korrekt.","đúng, chính xác",1,0,wortart:Adjektiv;level:B1;thema:Allgemein;voc:VOC-20260522-119,0,,2026-05-31,,
,Korrektur,"Es geht um eine Korrektur.","sự sửa đổi",1,0,wortart:Substantiv;level:B1;thema:Allgemein;voc:VOC-20260522-588,0,,2026-05-31,,
